"Name","Gross Export","Share","Code","Sector"
"Glass beads","56512596","0.0022175633317669217","7018","Stone"
"Glass fibers","1353465472","0.053110202219692926","7019","Stone"
"Other articles of glass","321952192","0.01263345565581846","7020","Stone"
"Pearls","25674614","0.001007475971616481","7101","Stone"
"Diamonds","12994897920","0.5099218787869211","7102","Stone"
"Precious stones","1261378816","0.04949670706737972","7103","Stone"
"Synthetic precious stones","304008192","0.011929330217567037","7104","Stone"
"Diamond dust","62060648","0.0024352697821649204","7105","Stone"
"Silver","2637272064","0.10348697881477019","7106","Stone"
"Silver clad metals","25812396","0.0010128825593969735","7107","Stone"
"Gold","27017031680","1.0601526567060073","7108","Stone"
"Gold clad metals","18185118","0.0007135869472472053","7109","Stone"
"Platinum","10306466816","0.40442741103654445","7110","Stone"
"Platinum clad metals","3929558","0.00015419648622851023","7111","Stone"
"Scrap of precious metal","7832900608","0.30736427626994217","7112","Stone"
"Jewelry of precious metal","6658952704","0.2612983722135255","7113","Stone"
"Goldsmith and silversmith wares","17753098","0.000696634413150383","7114","Stone"
"Other articles of precious metals","1658188288","0.06506757439764699","7115","Stone"
"Articles of precious stones","246215856","0.009661549682927408","7116","Stone"
"Imitation jewelry","157927920","0.006197116912736055","7117","Stone"
"Coin","185931600","0.0072959858077791115","7118","Stone"
"Pig iron","10055582","0.00039458265061430704","7201","Metals"
"Ferroalloys","219292992","0.008605092181089274","7202","Metals"
"Ferrous products from the reduction of iron ore","428591232","0.016817988690521486","7203","Metals"
"Ferrous waste and scrap","7625678848","0.29923286116878123","7204","Metals"
"Powders of iron or steel","225965072","0.008866905670503482","7205","Metals"
"Iron and nonalloy steel","19770392","0.000775793353288143","7206","Metals"
"Semifinished products of iron or nonalloy steel","79575112","0.00312254015887796","7207","Metals"
"Flat-rolled iron, width > 600mm, hot-rolled, not clad","1705863936","0.0669383744724308","7208","Metals"
"Flat-rolled iron, width > 600mm, cold-rolled, not clad","548579840","0.021526360914840382","7209","Metals"
"Flat rolled iron, width > 600mm, clad","1377376000","0.05404845517370669","7210","Metals"
"Flat-rolled iron, width < 600mm, not clad","461210368","0.018097968819332386","7211","Metals"
"Flat-rolled iron, width < 600mm, clad","340680032","0.013368339101399297","7212","Metals"
"Hot rolled bars of iron","99205416","0.0038928364365757237","7213","Metals"
"Other bars of iron, not further worked than forged","440864128","0.017299579098157138","7214","Metals"
"Other bars and rods of iron or nonalloy steel","133122040","0.005223730202626144","7215","Metals"
"Angles of iron or nonalloy steel","526669632","0.02066660083848172","7216","Metals"
"Wire of iron or nonalloy steel","136238336","0.0053460141575258965","7217","Metals"
"Stainless steel in ingots","137457136","0.005393840065023714","7218","Metals"
"Flat-rolled products of stainless steel of a width > 600 mm","757893568","0.029739865175876897","7219","Metals"
"Flat-rolled products of stainless steel of a width < 600 mm","382780352","0.015020362411169982","7220","Metals"
"Bars of stainless steel, hot-rolled","13281003","0.0005211486880179152","7221","Metals"
"Other bars and rods of stainless steel","309727808","0.012153768866844224","7222","Metals"
"Wire of stainless steel","152477408","0.005983237947583655","7223","Metals"
"Other alloy steel in primary form","82448032","0.003235274000499743","7224","Metals"
"Flat-rolled products of other alloy steel, width > 600 mm","1521842688","0.059717351183555756","7225","Metals"
"Flat-rolled products of other alloy steel, width < 600 mm","245223488","0.009622609003429709","7226","Metals"
"Bars of other alloy steel","39277436","0.0015412528888147704","7227","Metals"
"Other bars and rods of other alloy steel","564336896","0.022144670319741867","7228","Metals"
"Wire of other alloy steel","63541664","0.0024933850875626788","7229","Metals"
"Sheet piling of iron or steel","59518336","0.0023355090514932835","7301","Metals"
"Railway construction material of iron or steel","264669664","0.010385680068872995","7302","Metals"
"Tubes of cast iron","48649436","0.001909011672101236","7303","Metals"
"Tubes, seamless, of iron or steel","615881856","0.024167302818050608","7304","Metals"
"Other tubes and pipes, diameter > 406.4 mm, of iron or steel","150045376","0.005887804621801138","7305","Metals"
"Other tubes, pipes and hollow profiles of iron or steel","1319749248","0.051787172181787036","7306","Metals"
"Tube or pipe fittings of iron or steel","1708075136","0.06702514231511145","7307","Metals"
"Structures and their parts, of iron or steel","1184595840","0.04648373077300564","7308","Metals"
"Tanks etc. > 300 liters, iron or steel","289047072","0.011342253468975189","7309","Metals"
"Tanks etc. < 300 liters, iron or steel","665390912","0.02611004611683651","7310","Metals"
"Containers for compressed or liquified gas","372665728","0.014623462943005226","7311","Metals"
"Wire of iron or steel, not insulated","264476928","0.010378117077317776","7312","Metals"
"Barbed wire of iron or steel","5063189","0.00019868034850505946","7313","Metals"
"Cloth of iron or steel wire","169424080","0.006648228075141788","7314","Metals"
"Chain of iron or steel","353975616","0.013890059950196033","7315","Metals"
"Anchors of iron or steel","29515530","0.0011581941315466473","7316","Metals"
"Nails and similar articles of iron or steel","61480224","0.002412493851303817","7317","Metals"
"Screws and similar articles of iron or steel","4234295296","0.1661544266039869","7318","Metals"
"Articles for sewing of iron or steel","24455018","0.0009596188289509838","7319","Metals"
"Springs of iron or steel","741613824","0.029101045410015274","7320","Metals"
"Stoves and similar non-electric appliances of iron or steel","587532416","0.023054866245146993","7321","Metals"
"Radiators for central heating of iron or steel","409278240","0.016060143786601165","7322","Metals"
"Household articles of iron or steel","255687552","0.0100332205532453","7323","Metals"
"Sanitary ware and parts of iron or steel","101693848","0.0039904829074049065","7324","Metals"
"Other cast articles of iron or steel","292057440","0.01146038079216389","7325","Metals"
"Other articles of iron or steel","5155368960","0.2022975049212988","7326","Metals"
"Copper mattes","2719281","0.00010670502261779811","7401","Metals"
"Unrefined copper","82372976","0.0032323287910206197","7402","Metals"
"Refined copper and copper alloys","1609948416","0.0631746340826006","7403","Metals"
"Copper waste and scrap","4578342912","0.17965491024171304","7404","Metals"
"Master alloys of copper","14803083","0.0005808753513624163","7405","Metals"
"Copper powders and flakes","75657320","0.002968805372376738","7406","Metals"
"Copper bars, rods and profiles","352359296","0.013826635294135258","7407","Metals"
"Copper wire","1501219456","0.058908092251870464","7408","Metals"
"Copper plates, sheets and strip > 0.15 mm","456551936","0.017915171200431113","7409","Metals"
"Copper foil < 0.15 mm thick","237032784","0.009301204464665348","7410","Metals"
"Copper tubes and pipes","277818944","0.010901659925242292","7411","Metals"
"Copper tube or pipe fittings","283125920","0.011109906514731246","7412","Metals"
"Copper wire, uninsulated","367913184","0.01443697235412821","7413","Metals"
"Screws and similar articles of copper","108650120","0.004263448136484048","7415","Metals"
"Household articles of copper","10100133","0.0003963308390003714","7418","Metals"
"Other articles of copper","323017184","0.012675246112725186","7419","Metals"
"Nickel mattes","11873814","0.0004659303659421471","7501","Metals"
"Nickel unwrought","182374208","0.007156393175086729","7502","Metals"
"Nickel waste and scrap","78883976","0.003095419871378443","7503","Metals"
"Nickel powders","75973560","0.0029812146807022305","7504","Metals"
"Nickel bars, wire etc.","625941952","0.02456206259874897","7505","Metals"
"Nickel plates","384986624","0.01510693687834017","7506","Metals"
"Nickel tubes and pipes","184029296","0.007221339093685965","7507","Metals"
"Other articles of nickel","681685504","0.026749448520599784","7508","Metals"
"Unwrought aluminum","1111096576","0.043599607864225155","7601","Metals"
"Waste or scrap, aluminium","3579649792","0.1404660320206541","7602","Metals"
"Aluminum powders","29649712","0.0011634594547496931","7603","Metals"
"Aluminum bars","855227968","0.03355928264449813","7604","Metals"
"Aluminum wire","106313792","0.004171770251012633","7605","Metals"
"Aluminum plates > 0.2 mm","2420087808","0.09496463377256616","7606","Metals"
"Aluminum foil < 0.2 mm","634309312","0.024890399147289285","7607","Metals"
"Aluminum tubes and pipes","299985408","0.0117714755281449","7608","Metals"
"Aluminum tube or pipe fittings","148250688","0.0058173807768098","7609","Metals"
"Aluminum structures (bridges, towers etc)","416112576","0.01632832422748154","7610","Metals"
"Aluminum containers, >300 liters","24684184","0.000968611339549642","7611","Metals"
"Aluminum containers, <300 liters","559311552","0.021947475015107215","7612","Metals"
"Aluminum containers for compressed or liquefied gas","111408656","0.004371693531598422","7613","Metals"
"Aluminum wire, not insulated","25794590","0.0010121838491008574","7614","Metals"
"Household articles of aluminum","130448472","0.005118818965460798","7615","Metals"
"Other articles of aluminum","1226306688","0.04812047113902428","7616","Metals"
"Lead refined unwrought","47843024","0.0018773679358712312","7801","Metals"
"Lead waste or scrap","73233192","0.0028736822008220376","7802","Metals"
"Lead foil <2mm","13563227","0.0005322232030471768","7804","Metals"
"Other articles of lead","93385232","0.003664451482847239","7806","Metals"
"Unwrought zinc","151543232","0.0059465807315000644","7901","Metals"
"Zinc waste and scrap","61535220","0.0024146519031652785","7902","Metals"
"Zinc powders","40393144","0.0015850334496964368","7903","Metals"
"Zinx bars and wire","26746808","0.0010495490361584197","7904","Metals"
"Zinc plates and foil","30617190","0.0012014234466549878","7905","Metals"
"Other articles of zinc","70408952","0.002762858570208618","7907","Metals"
"Unwrought tin","91572592","0.0035933231984963667","8001","Metals"
"Tin waste and scrap","5085775","0.0001995666267678964","8002","Metals"
"Tin bars and wire","72527448","0.00284598869305937","8003","Metals"
"Other articles of tin","34624576","0.0013586739160872559","8007","Metals"
"Tungsten (wolfram)","114896408","0.0045085534795204175","8101","Metals"
"Molybdenum","49495008","0.0019421920530125788","8102","Metals"
"Tantalum","255391136","0.010021589141859613","8103","Metals"
"Magnesium","75832904","0.002975695316700743","8104","Metals"
"Cobalt","318372736","0.012492997228226973","8105","Metals"
"Bismuth","17156164","0.0006732106272410441","8106","Metals"
"Cadmium","993724","0.000038993889155202724","8107","Metals"
"Titanium","1116839168","0.04382494809542773","8108","Metals"
"Zirconium","132794568","0.005210880148819018","8109","Metals"
"Antimony","8407665","0.000329918123205314","8110","Metals"
"Manganese","13083068","0.0005133816868687681","8111","Metals"
"Other metals","185045360","0.007261209608024545","8112","Metals"
"Cermets","68846224","0.0027015368728241012","8113","Metals"
"Handtools for gardening","27897738","0.001094711713969761","8201","Metals"
"Handsaws","320500096","0.012576475175859525","8202","Metals"
"Pliers, pincers and other metal handtools","177582704","0.006968373789560457","8203","Metals"
"Wrenches","222847280","0.008744563012323767","8204","Metals"
"Hand tools n.e.c.","557511040","0.021876822635421695","8205","Metals"
"Retail tool sets","57149392","0.0022425513089502007","8206","Metals"
"Interchangeable tools for hand tools","1960824448","0.07694306585945751","8207","Metals"
"Knives and blades for machines","323187008","0.012681910033725274","8208","Metals"
"Articles for utensils, of cermet","419917728","0.016477639002315095","8209","Metals"
"Hand-operated appliances, food preparation, <10kg","21063644","0.0008265407692082014","8210","Metals"
"Knife sets","125525704","0.004925648759519531","8211","Metals"
"Razors","285305344","0.011195427462074964","8212","Metals"
"Scissors","16384278","0.0006429216967890748","8213","Metals"
"Other cutlery","28892550","0.0011337482964194812","8214","Metals"
"Cutlery","27573846","0.0010820021399368738","8215","Metals"
"Padlocks and locks","683215296","0.026809477804061302","8301","Metals"
"Base metal mountings, fittings and similar articles","2529051648","0.09924039233217147","8302","Metals"
"Safes","40009232","0.0015699686812362282","8303","Metals"
"Paper trays and similar office equipment, of base metal","8766490","0.0003439984737615204","8304","Metals"
"Paper clips and similar office articles, of metal","27776224","0.0010899434851186864","8305","Metals"
"Ornaments, statuettes, etc. of metal","49081308","0.0019259583986543192","8306","Metals"
"Flexible tubing of base metal","272440960","0.01069062697044352","8307","Metals"
"Clasps, buckles etc. of metal","142322944","0.00558477515142849","8308","Metals"
"Stoppers, caps and lids of metal","529836512","0.02079086971765524","8309","Metals"
"Sign plates and similar plates of base metal","69709592","0.0027354155716299558","8310","Metals"
"Wire etc. used for welding","327583584","0.012854432381184352","8311","Metals"
"Nuclear reactors and related equipment","312074112","0.012245838212155809","8401","Machinery"
"Steam boilers","174001312","0.006827839393018429","8402","Machinery"
"Central heating boilers","119984216","0.00470819988153441","8403","Machinery"
"Auxiliary parts for use with boilers","71048664","0.0027879609716996287","8404","Machinery"
"Water gas generators","86899696","0.0034099580099150395","8405","Machinery"
"Steam turbines","288363968","0.011315448358444018","8406","Machinery"
"Spark-ignition reciprocating internal combustion piston engines","5905549824","0.23173472235508344","8407","Machinery"
"Compression-ignition internal combustion piston engines","7595506688","0.2980489007707099","8408","Machinery"
"Parts suitable for use with spark-ignition engines","5346555904","0.209799711270605","8409","Machinery"
"Hydraulic turbines, water wheels and regulators","45098056","0.0017696549512531902","8410","Machinery"
"Gas turbines","30317705216","1.1896716156929041","8411","Machinery"
"Other engines and motors","2902711040","0.11390284680992228","8412","Machinery"
"Pumps for liquids","7605006336","0.29842166848199136","8413","Machinery"
"Pumps, compressors, fans, etc.","6096060416","0.23921038854342153","8414","Machinery"
"Air conditioners","2505294848","0.09830817168953597","8415","Machinery"
"Furnace burners","173183808","0.006795760404929246","8416","Machinery"
"Industrial furnaces","262823744","0.010313245871983947","8417","Machinery"
"Refrigerators, freezers","2377699840","0.09330132310913618","8418","Machinery"
"Equipment for temperature change of materials","3851491584","0.15113314754266993","8419","Machinery"
"Calendering or other rolling machines, other than for metals or glass","60091208","0.0023579886406630323","8420","Machinery"
"Centrifuges","11126099968","0.436589947391727","8421","Machinery"
"Dish washing machines","1231435776","0.04832173737485967","8422","Machinery"
"Weighing machinery","265592512","0.010421892772419554","8423","Machinery"
"Sprays and powder dispersers","2787218176","0.1093708883012892","8424","Machinery"
"Pulleys and winches","492624256","0.019330654823299234","8425","Machinery"
"Ships' derricks; cranes","423903872","0.016634055932260108","8426","Machinery"
"Fork-lift trucks","1966934144","0.07718281131050427","8427","Machinery"
"Other lifting machinery","1741237120","0.06832642388651619","8428","Machinery"
"Self-propelled bulldozers, excavators and road rollers","4376867840","0.1717489960994517","8429","Machinery"
"Other moving, excavating or boring machinery","1020887616","0.040059793804137926","8430","Machinery"
"Parts for use with hoists and excavation machinery","5720947712","0.22449090586967668","8431","Machinery"
"Machinery for soil preparation or cultivation","719011200","0.028214114818751777","8432","Machinery"
"Harvesting or agricultural machinery","3478209536","0.13648550010400584","8433","Machinery"
"Dairy machinery","122329664","0.004800235637268691","8434","Machinery"
"Machines for wine and juice production","18299102","0.0007180596976904536","8435","Machinery"
"Other agricultural machinery","739597888","0.02902193975801534","8436","Machinery"
"Machinery for processing grain","98746280","0.003874819866289444","8437","Machinery"
"Machinery for the industrial preparation of food or drink","897822208","0.035230687454294515","8438","Machinery"
"Machinery for making paper","220843360","0.008665928870091223","8439","Machinery"
"Bookbinding machinery","21447786","0.0008416145629053023","8440","Machinery"
"Other machinery for making paper","448706208","0.017607303575241554","8441","Machinery"
"Machinery for making printing components","84640624","0.0033213116622756327","8442","Machinery"
"Printers and copiers","2470230528","0.09693224214835296","8443","Machinery"
"Machines to extrude, cut manmade textile fibres","41953044","0.001646244175907337","8444","Machinery"
"Machines for preparing textile fibers","39053188","0.0015324533613249685","8445","Machinery"
"Looms","17845984","0.0007002792746894724","8446","Machinery"
"Knitting machines","59963596","0.002352981125313827","8447","Machinery"
"Auxiliary machinery for use with knitting and textile machines","143566784","0.005633583632542769","8448","Machinery"
"Machinery to manufacture felt","24834370","0.0009745046622797595","8449","Machinery"
"Household- or laundry-type washing machines","382658496","0.01501558076218405","8450","Machinery"
"Machinery for processing fabrics","367922240","0.01443732771302081","8451","Machinery"
"Sewing machines","150699984","0.005913491544721495","8452","Machinery"
"Machinery for preparing leather","18653462","0.0007319648409304657","8453","Machinery"
"Machines used in metallurgy","145054736","0.0056919711076930755","8454","Machinery"
"Metal-rolling mills","167118928","0.006557773540911062","8455","Machinery"
"Machines for working materials by laser and similar means","345180576","0.013544941169855038","8456","Machinery"
"Machining centers for working metal","535755872","0.02102314635353174","8457","Machinery"
"Lathes for removing metal","322105856","0.012639485455826455","8458","Machinery"
"Machine tools for drilling by removing metal","150523392","0.005906562046315806","8459","Machinery"
"Machines with grinding stones for finishing metal","149014800","0.005847364654254806","8460","Machinery"
"Other machine tools for planing and cutting metals","113338736","0.004447430180386892","8461","Machinery"
"Machine tools for molding and forging metals","578872512","0.02271505022312207","8462","Machinery"
"Other machine tools for working metal, without removal","82121848","0.003222474488019215","8463","Machinery"
"Machine tools for working stone","97770248","0.0038365202140520716","8464","Machinery"
"Machine tools for working wood","193962608","0.007611123849887933","8465","Machinery"
"Parts and accessories for metal working machines","1855613440","0.07281456902949351","8466","Machinery"
"Tools for hand working, pneumatic, hydraulic motors","698877952","0.02742408293782085","8467","Machinery"
"Machinery for soldering","81988936","0.003217258999819879","8468","Machinery"
"Cash registers, calculators, etc.","211380928","0.008294621520619294","8470","Machinery"
"Computers","17262977024","0.6774019874358145","8471","Machinery"
"Other office machines","159250912","0.006249031331026464","8472","Machinery"
"Parts and accessories for office machines","19407710208","0.76156166159522","8473","Machinery"
"Machinery for working minerals","990184384","0.03885499405560164","8474","Machinery"
"Machines for assembling electric lamps","1400061568","0.05493864050083456","8475","Machinery"
"Automatic goods-vending machines","66665620","0.002615969622091109","8476","Machinery"
"Machinery for working rubber or plastics","1412798976","0.055438458433858806","8477","Machinery"
"Machinery for preparing tobacco","62982768","0.0024714539188747065","8478","Machinery"
"Machines n.e.c.","16249901056","0.6376487239521996","8479","Machinery"
"Molding boxes for metal foundry","851065920","0.03339596321337778","8480","Machinery"
"Appliances for thermostatically controlled valves","11050020864","0.4336045911475353","8481","Machinery"
"Ball or roller bearings","2133991808","0.08373818084222848","8482","Machinery"
"Transmission shafts","6339571200","0.24876579076717026","8483","Machinery"
"Gaskets and similar joints of metal sheeting","705308352","0.027676412865269128","8484","Machinery"
"Machinery parts, not containing electrical features, n.e.c.","1327475584","0.0520903548457459","8485","Machinery"
"Electric motors and generators","4395351552","0.17247429992315397","8501","Electronics"
"Electric generating sets and rotary converters","1677013504","0.06580627889308713","8502","Electronics"
"Parts for use with electric generators","1048228736","0.04113266373850512","8503","Electronics"
"Electrical transformers","5630354432","0.22093601103114385","8504","Electronics"
"Electromagnets","412664960","0.016193039222637436","8505","Electronics"
"Primary cells and primary batteries","745599296","0.029257435970572492","8506","Electronics"
"Batteries","3376084992","0.13247811661647646","8507","Electronics"
"Vacuum cleaners","683073472","0.026803912607552466","8508","Electronics"
"Electromechanical domestic appliances","1025827712","0.04025364396357864","8509","Electronics"
"Electric shavers and hair clippers","181819232","0.007134615827827533","8510","Electronics"
"Electrical ignition equipment","1787197184","0.0701299041699571","8511","Electronics"
"Electrical lighting equipment used for motor vehicles","1990545024","0.07810930602893393","8512","Electronics"
"Portable electric lamps","118951624","0.004667680805824708","8513","Electronics"
"Industrial electric furnaces","651879168","0.025579843114967304","8514","Electronics"
"Electric soldering machines","977952832","0.038375025993157647","8515","Electronics"
"Electric heaters","1588881792","0.0623479763777144","8516","Electronics"
"Telephones","2097953792","0.08232404331382277","8517","Electronics"
"Microphones","2227337984","0.08740109976137106","8518","Electronics"
"Sound reproducing apparatus","46815716","0.0018370562051690917","8519","Electronics"
"Magnetic tape recorders","58530344","0.0022967400869375043","8520","Electronics"
"Video recording apparatus","1985174016","0.07789854681349412","8521","Electronics"
"Parts and accessories for video or sound equipment","218423376","0.008570968309761227","8522","Electronics"
"Sound storage media","5514268672","0.2163807871883691","8523","Electronics"
"Tapes, cassettes, records and compact disks","187265040","0.007348310207265401","8524","Electronics"
"Transmission apparatus for radio, telephone and TV","24582072320","0.9646044608475361","8525","Electronics"
"Radar","2033930496","0.07981175890932542","8526","Electronics"
"Reception apparatus for radio broadcasting","640287680","0.025124991266550784","8527","Electronics"
"Monitors and projectors","2350090752","0.09221793806746643","8528","Electronics"
"Parts of radios, telephones, and T.V.s","2512231168","0.09858035399893476","8529","Electronics"
"Electric signal and traffic controls","191195184","0.007502529688227906","8530","Electronics"
"Electric sound or visual signaling apparatus","1471121152","0.05772702997508577","8531","Electronics"
"Electrical capacitors","1827632000","0.0717165728356178","8532","Electronics"
"Electrical resistors","952744064","0.03738582989330374","8533","Electronics"
"Electronic printed circuits","1118555008","0.0438922779322517","8534","Electronics"
"Electrical apparatus for > 1k volts","750741312","0.029459209503201557","8535","Electronics"
"Electrical apparatus for < 1k volts","9520084992","0.37356966212565756","8536","Electronics"
"Electrical boards","5301042688","0.20801376537435937","8537","Electronics"
"Parts for electrical apparatus","4398066176","0.17258082220434476","8538","Electronics"
"Electrical filament","415863360","0.016318544951666826","8539","Electronics"
"Thermionic, cold cathode or photocathode tubes","325570752","0.012775448530642306","8540","Electronics"
"Semiconductor devices","6352950784","0.24929080778944074","8541","Electronics"
"Electronic integrated circuits","53068500992","2.0824164912136705","8542","Electronics"
"Electrical machines with individual functions n.e.c.","4462304768","0.17510155485841603","8543","Electronics"
"Insulated electrical wire","9356928000","0.3671673555888886","8544","Electronics"
"Carbon articles for eletrical purposes","269752864","0.010585145652227856","8545","Electronics"
"Electrical insulators of any material","204137856","0.008010402213536891","8546","Electronics"
"Insulating fittings for electrical machines","482079904","0.0189168927594853","8547","Electronics"
"Waste and scrap of batteries","207374544","0.00813741036982775","8548","Electronics"
"Electric trains","1772797","0.00006956483863998043","8601","Vehicles"
"Other rail locomotives","283465728","0.01112324063515709","8602","Vehicles"
"Self-propelled railway coaches","5842213","0.00022924937522197749","8603","Vehicles"
"Railway service vehicles","175251584","0.006876900266844414","8604","Vehicles"
"Railway coaches, not self-propelled","19466624","0.0007638734482431831","8605","Vehicles"
"Railway cars, not self-propelled","593929088","0.02330587268046524","8606","Vehicles"
"Parts of railway locomotives","1003583552","0.039380779557173444","8607","Vehicles"
"Railway track fixtures","78538824","0.0030818760515354112","8608","Vehicles"
"Containers for multimodal transportation","454261472","0.01782529302567637","8609","Vehicles"
"Tractors","4945245696","0.1940522343377712","8701","Vehicles"
"Buses","558033728","0.021897332996381837","8702","Vehicles"
"Cars","56038445056","2.1989575726696566","8703","Vehicles"
"Motor vehicles for transporting goods","16594633728","0.65117608929725","8704","Vehicles"
"Special purpose motor vehicles","1559185920","0.06118270559716055","8705","Vehicles"
"Vehicle chassis fitted with engines","59721796","0.002343492854528651","8706","Vehicles"
"Vehicle Bodies","357190176","0.014016199800217516","8707","Vehicles"
"Parts of motor vehicles","34374471680","1.3488597824532516","8708","Vehicles"
"Work trucks","197133056","0.007735532737953768","8709","Vehicles"
"Tanks and other armored fighting vehicles","916653696","0.03596963806402068","8710","Vehicles"
"Motorcycles","880593664","0.03455463662424358","8711","Vehicles"
"Bicycles","96290648","0.003778460472721442","8712","Vehicles"
"Wheelchairs","66757956","0.002619592901541978","8713","Vehicles"
"Parts of motorcycles or wheelchairs","788863040","0.030955112224718584","8714","Vehicles"
"Baby carriages","24412900","0.0009579661118751771","8715","Vehicles"
"Trailers and semi-trailers","4112084480","0.16135885458130167","8716","Vehicles"
"Gliders, hang gliders","18624640","0.0007308338610273624","8801","Vehicles"
"Other aircraft and spacecraft","23661375488","0.9284761694783489","8802","Vehicles"
"Parts of other aircraft","12674439168","0.4973470259562532","8803","Vehicles"
"Parachutes","72921792","0.002861462814872891","8804","Vehicles"
"Aircraft launching gear","309260896","0.012135447165070659","8805","Vehicles"
"Cargo ships and similar vessels","192450720","0.007551797122258248","8901","Vehicles"
"Fishing vessels","3060200","0.00012008273886184831","8902","Vehicles"
"Pleasure or sport boats","1708918784","0.06705824719795418","8903","Vehicles"
"Tugs and pusher craft","30058896","0.001179515900543578","8904","Vehicles"
"Special function vessels, n.e.c.","184420128","0.007236675404056154","8905","Vehicles"
"Other vessels","190604416","0.007479347857147607","8906","Vehicles"
"Other floating structures","163214848","0.006404576815489271","8907","Vehicles"
"Floating structures for scrapping","53532408","0.002100620276619149","8908","Vehicles"
"Optical fibers","3583077888","0.14060055105756714","9001","Machinery"
"Lenses and other optical elements","684686272","0.02686719913824863","9002","Machinery"
"Frames for spectacles, goggles","178751872","0.007014252129417207","9003","Machinery"
"Glasses","510098464","0.020016345548115135","9004","Machinery"
"Binoculars and telescopes","177844832","0.006978659734326281","9005","Machinery"
"Photographic cameras","152336208","0.00597769723693491","9006","Machinery"
"Cinematographic cameras and projectors","65392216","0.0025660010448747073","9007","Machinery"
"Still image projectors","20050450","0.0007867828741299741","9008","Machinery"
"Electrostatic photo-copyers","88074976","0.0034560761856321674","9009","Machinery"
"Apparatus and equipment for photographic laboratories, n.e.c.","16375150592","0.6425635358351013","9010","Machinery"
"Optical microscopes","222341760","0.008724726326437407","9011","Machinery"
"Microscopes, other than optical","299830528","0.011765398012101858","9012","Machinery"
"Liquid crystal devices","3070388992","0.12048255654226185","9013","Machinery"
"Navigational instruments","1679976576","0.06592255031364946","9014","Machinery"
"Surveying instruments","1449811840","0.056890849154151955","9015","Machinery"
"Balances of a sensitivity < 50 milligram","17242264","0.0006765892050516465","9016","Machinery"
"Drafting tables and machines","242886960","0.009530923269926213","9017","Machinery"
"Medical instruments","30083141632","1.180467303032303","9018","Machinery"
"Therapy applicances","1950784512","0.07654909716039286","9019","Machinery"
"Other breathing appliances and gas masks","462546464","0.018150397440684703","9020","Machinery"
"Orthopedic appliances","11767462912","0.4617571321901121","9021","Machinery"
"X-ray machines","3840083712","0.15068550081554577","9022","Machinery"
"Instruments designed for demonstrational purposes","457130560","0.017937876499003493","9023","Machinery"
"Machines for testing the mechanical properties of materials","649591040","0.02549005660522726","9024","Machinery"
"Thermometers, hydrometers etc.","855757312","0.033580054187965905","9025","Machinery"
"Instruments for measuring properties of liquids or gases","3479065600","0.1365190921926801","9026","Machinery"
"Instruments for physical or chemical analysis","10393180160","0.40783005656408833","9027","Machinery"
"Gas, liquid or electricity meters","474943680","0.018636866185061517","9028","Machinery"
"Meters","397110656","0.015582685838737755","9029","Machinery"
"Instruments for measuring electricity","5341257216","0.20959178990356547","9030","Machinery"
"Measuring instruments","6301230592","0.24726129915934444","9031","Machinery"
"Automatic regulating instruments","3271709696","0.12838241325944225","9032","Machinery"
"Other parts for machines and appliances","503425024","0.019754478692082782","9033","Machinery"
"Watches with precious metal","726846912","0.028521589414494754","9101","Machinery"
"Watches","490433888","0.01924470443164008","9102","Machinery"
"Clocks with watch movements","2940883","0.00011540072064317662","9103","Machinery"
"Instrument panel clocks for vehicles","7812539","0.00030656528350598184","9104","Machinery"
"Other clocks","21202508","0.0008319898148422489","9105","Machinery"
"Apparatus for measuring intervals of time","23155866","0.000908639896084554","9106","Machinery"
"Time switches","17384812","0.0006821828114366143","9107","Machinery"
"Watch movements, complete","25802538","0.0010124957298957317","9108","Machinery"
"Clock movements, complete","1182988","0.00004642063887350507","9109","Machinery"
"Clock movements, complete, unassembled","3524439","0.000138299551686659","9110","Machinery"
"Watch cases and parts","5494046","0.00021558724629533438","9111","Machinery"
"Clock cases","672606","0.00002639316732727023","9112","Machinery"
"Watch straps","15381944","0.0006035899498528118","9113","Machinery"
"Other clock or watch parts","11351796","0.00044544629588947596","9114","Machinery"
"Pianos","29322568","0.0011506222717151788","9201","Machinery"
"Musical instruments, string","154296192","0.006054607323480037","9202","Machinery"
"Musical instruments, wind","34038784","0.001335687344045115","9205","Machinery"
"Musical instruments, percussion","46280960","0.001816072293953221","9206","Machinery"
"Musical instruments, electric","259618688","0.010187478960446923","9207","Machinery"
"Other musical instruments, n.e.c.","12618026","0.0004951333641951548","9208","Machinery"
"Parts of musical instruments","274975872","0.010790097323928185","9209","Machinery"
"Military weapons, other than pistols and swords","421552160","0.01654177437616107","9301","Machinery"
"Revolvers and pistols","153873728","0.006038029768356015","9302","Machinery"
"Other firearms","138785264","0.005445956020777949","9303","Machinery"
"Other arms (air guns, truncheons, etc.)","63141364","0.0024776772513538043","9304","Machinery"
"Parts of military weapons","536543296","0.021054044997596034","9305","Machinery"
"Munitions of war","2328015872","0.09135171623541406","9306","Machinery"
"Swords","5486125","0.00021527642498479107","9307","Machinery"
"Seats","3219303936","0.12632600283105955","9401","Textiles"
"Medical, dental or veterinary furniture","606208896","0.02378773431608959","9402","Textiles"
"Other furniture and parts","2454551040","0.09631697652421352","9403","Textiles"
"Mattresses and bedding","479870496","0.01883019523517209","9404","Textiles"
